nom_site,id_site,id_flux,longitude,latitude,pred_wd_wp,pred_wd_ho,pred_jul_aug,pred_pont_jul_aug,pred_wp_17_9,pred_we_09_11,prop_ww_year,prop_hd_year,prop_nh_we,prop_summer_year,prop_fall_year,prop_winter_year,prop_spring_year,prop_ph_01,heure_ph_01,prop_ph_02,heure_ph_02,prop_ph_03,heure_ph_03,prop_ph_04,heure_ph_04,prop_ph_05,heure_ph_05,prop_ph_06,heure_ph_06,prop_ph_07,heure_ph_07,prop_ph_08,heure_ph_08,prop_ph_09,heure_ph_09,prop_ph_10,heure_ph_10,prop_ph_11,heure_ph_11,prop_ph_12,heure_ph_12,cluster,scaled_pred_wd_wp,scaled_pred_wd_ho,scaled_pred_jul_aug,scaled_pred_pont_jul_aug,scaled_pred_wp_17_9,scaled_pred_we_09_11,scaled_prop_ww_year,scaled_prop_hd_year,scaled_prop_nh_we,scaled_prop_summer_year,scaled_prop_fall_year,scaled_prop_winter_year,scaled_prop_spring_year,scaled_prop_ph_01,scaled_heure_ph_01,scaled_prop_ph_02,scaled_heure_ph_02,scaled_prop_ph_03,scaled_heure_ph_03,scaled_prop_ph_04,scaled_heure_ph_04,scaled_prop_ph_05,scaled_heure_ph_05,scaled_prop_ph_06,scaled_heure_ph_06,scaled_prop_ph_07,scaled_heure_ph_07,scaled_prop_ph_08,scaled_heure_ph_08,scaled_prop_ph_09,scaled_heure_ph_09,scaled_prop_ph_10,scaled_heure_ph_10,scaled_prop_ph_11,scaled_heure_ph_11,scaled_prop_ph_12,scaled_heure_ph_12
Paris | 106 Avenue Denfert Rochereau,200003098,201003098,2.333031,48.835143,0.673460442691212,0.0,0.0,0.0,0.5870484868206964,0.0907894736842105,0.673460442691212,0.076703922857769,0.3219298245614035,0.0,0.0,1.0,0.0,0.0307110354388237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.2964292560069013,0.0,-1.9239358205810573,-2.4553457339271474,1.7181305375915341,-2.181065944847899,2.2964292560069013,1.9369498527193771,2.706088078241959,-1.9239358205810573,-2.0192676728544927,4.543876916211943,-2.695056729713308,-1.5116202430418253,-2.4853627857096963,-1.7599997408789487,-2.5227831665013,-1.8610798443359953,-2.6039359668081876,-2.0139895624713313,-2.552793183752132,-2.043202254721418,-2.5066980732398396,-2.111950995319487,-2.345962547058432,-2.133932070101917,-2.224971177368169,-2.08246305719894,-2.2181209284822616,-1.896691816769097,-2.1140165838487834,-1.7607381476001873,-2.178035633578955,-1.6470933195941806,-2.0936450523126613,-1.523327752161978,-2.1480254676885364
Paris | 28 Boulevard Diderot,200007049,201007049,2.375429,48.846028,0.4697509105518442,0.0,0.1588377780775479,0.2473783324717524,0.5496391694654964,0.1164334484126749,0.4697509105518442,0.0258473557339839,0.3725432139705926,0.1588377780775479,0.2805467416613392,0.291156650107624,0.2694588301534888,0.1125715713654496,18.0,0.10401861558321,18.0,0.1048528103917598,18.0,0.1044208596220094,18.0,0.0914642649426861,18.0,0.0938345742906339,18.0,0.0944484177044584,19.0,0.0872969739228372,18.0,0.0946226276082439,18.0,0.0935093954467563,18.0,0.0878944777441833,18.0,0.0866039206039666,18.0,3,0.6811233755693842,0.0,-0.7526182890994481,0.11311604282145131,1.4907992231173937,-1.8715677303388683,0.6811233755693842,-0.6426165701843257,3.281916208310585,-0.7526182890994481,0.5513635914839115,0.3846079656096515,-0.21754370592223887,-0.8974922346163519,1.3902603810288976,-0.9278350735302833,1.386500114828943,-0.9025758405543644,1.2608745134951491,-0.8447107187505354,1.198394214077082,-0.9282082149534426,1.307691906645523,-0.8305774495127252,1.2879446047513565,-0.7387594291497354,1.4746247368596848,-0.767074400612566,1.2639021570779538,-0.773475538491924,1.2316332698862036,-0.8372632069595041,1.1134991671827394,-0.8961185636067917,1.391969981732625,-0.8957279873238978,1.4641385571889922
Paris | 39 quai François Mauriac,200036718,201036718,2.376941,48.8344028,0.5277179483434525,0.0,0.1556672626222446,0.1936199569512666,0.5216502968704466,0.1382352251132018,0.5277179483434525,0.0168124767495706,0.252600708537644,0.1556672626222446,0.2785695691507504,0.2948330565476216,0.2709301116793833,0.1181032297461631,9.0,0.1184836852235077,15.0,0.1185516609994162,8.0,0.1165047736829902,18.0,0.1110987262386346,16.0,0.1123645488516935,18.0,0.109742153210965,18.0,0.1055074199735242,18.0,0.1176340791958146,17.0,0.118686789946592,18.0,0.1157053067640835,8.0,0.1074113870868459,15.0,3,1.1407704820792,0.0,-0.7759986233094687,-0.44504251263825917,1.320714665378265,-1.6084411661698617,1.1407704820792,-1.1008871885385647,1.9173312748490536,-0.7759986233094687,0.5332468903573466,0.40617995772610155,-0.2040161509336328,-0.8559930395990772,-0.5475512023403992,-0.8121123271939381,0.7349529012739027,-0.7773488380011072,-0.8862424200067047,-0.7093980512242192,1.198394214077082,-0.6888545467994825,0.8838707977693716,-0.577538317758663,1.2879446047513565,-0.5128435072609799,1.2799091624266397,-0.49267984728446484,1.2639021570779538,-0.5003184970603812,1.0457638335675932,-0.5886176801636256,1.1134991671827394,-0.6585014678227655,-0.5444828149592007,-0.7449408060916757,0.862111219709404
Paris | 18 quai de l'hotel de ville,200036719,201036719,2.35702,48.85372,0.4960885119441388,0.0,0.1508730753414526,0.204636781832089,0.5041593903274106,0.1292221921977443,0.4960885119441388,0.0208813160414082,0.2436391563437771,0.1508730753414526,0.2626133908936202,0.281710034636946,0.3048034991279811,0.1109530865310849,18.0,0.109826157268651,18.0,0.1121232360059346,18.0,0.1118559349707903,17.5,0.1054879576124551,18.0,0.105707323949352,18.0,0.0740083310840018,16.0,0.1075453902620633,18.0,0.1173225046475225,18.0,0.1151019779169258,18.0,0.109105497126605,17.5,0.1034583761760827,18.0,3,0.8899662409905604,0.0,-0.8113524017314773,-0.33065782370938396,1.214424814162362,-1.7172198412458786,0.8899662409905604,-0.8945059518367513,1.815375766582502,-0.8113524017314773,0.3870414828582655,0.3291782089201999,0.10742941763808032,-0.9096343108530153,1.3902603810288976,-0.8813738611051624,1.386500114828943,-0.8361137969110332,1.2608745134951491,-0.7614545921655833,1.0941945641373816,-0.7572525553619245,1.307691906645523,-0.6684471532580943,1.2879446047513565,-1.0406961934138934,0.8904780135605499,-0.46197176108695326,1.2639021570779538,-0.5040170373924832,1.2316332698862036,-0.6240203694921966,1.1134991671827394,-0.7148905671071815,1.2951473418980337,-0.773587415860561,1.4641385571889922
Paris | 27 Boulevard Diderot,200041488,201041488,2.375456,48.846099,0.5254235312176364,0.0,0.152797666813689,0.205203524968527,0.5043803043470222,0.1626107310773452,0.5254235312176364,0.018625852745788,0.2385939423290352,0.152797666813689,0.267628594356285,0.3017539700890489,0.2778197687409771,0.1362633367482725,8.0,0.1381856947241429,8.0,0.1365942776790123,8.0,0.1256818780764594,9.0,0.125204565438781,8.0,0.1256055357198957,8.0,0.1144296355208929,8.0,0.0978248725822524,9.0,0.1381621335673954,8.0,0.1336718801974284,8.0,0.1359793757326516,8.0,0.1188398597545115,8.0,4,1.1225770012116882,0.0,-0.7971598855703037,-0.32477348424993735,1.2157672785005165,-1.3142521547728607,1.1225770012116882,-1.0089084314872607,1.757976406732924,-0.7971598855703037,0.43299546094334057,0.4467896930181547,-0.14066986872113393,-0.7197536390166599,-0.7628636004925433,-0.6544932693909542,-0.7853239303545251,-0.6124136277623438,-0.8862424200067047,-0.6066351161866786,-0.677199484837525,-0.5168974809011861,-0.8114136377352339,-0.3967238320368203,-0.7308927018096371,-0.44360098067654546,-0.6672465819038096,-0.6084402824754779,-0.47710938570215383,-0.2566405796918133,-0.6270610932999003,-0.44062875066866475,-0.7151312776848686,-0.4852788219034717,-0.5444828149592007,-0.66212115186973,-0.5426192344096349
Paris | Voie Georges Pompidou,200042374,201042374,2.275932,48.848399,0.5493891715986703,0.0,0.1506749006296216,0.2007974770256821,0.5815095249236092,0.1703816157973484,0.5493891715986703,0.0174017445562949,0.182378700105776,0.1506749006296216,0.2868916789845038,0.2772039191170886,0.2852295012687859,0.1625097705884602,8.0,0.1622333622565682,8.0,0.1653469359205774,8.0,0.1553201795977279,8.0,0.1425592243990893,8.0,0.1421936249938583,8.0,0.0958031776398717,8.0,0.1229556046129651,18.0,0.1522236017496576,8.0,0.1562369344088151,8.0,0.158918486045829,8.0,0.140331947171038,8.0,4,1.3126115048963276,0.0,-0.8128138016394427,-0.37052027870296883,1.6844710223180754,-1.2204650187511228,1.3126115048963276,-1.070998119450903,1.1184160416075393,-0.8128138016394427,0.6095018331067056,0.30273774591463504,-0.0725418031832641,-0.5228496002134804,-0.7628636004925433,-0.4621082896406359,-0.7853239303545251,-0.3495733858943881,-0.8862424200067047,-0.27475277909344314,-0.8855987847169258,-0.30533571614994615,-0.8114136377352339,-0.17020243593284506,-0.7308927018096371,-0.7187471934459968,-0.6672465819038096,-0.22977103015831835,1.2639021570779538,-0.08972416278375663,-0.6270610932999003,-0.21778203030590393,-0.7151312776848686,-0.28928593119941115,-0.5444828149592007,-0.5063726717267455,-0.5426192344096349
Paris | 67 boulevard voltaire,200044493,201044493,2.37376,48.86149,0.5054574444672779,0.0,0.1615298625473126,0.1981683659658937,0.4928087010680261,0.1389655756227173,0.5054574444672779,0.0178611248354896,0.263657628957525,0.1615298625473126,0.2791261676045397,0.2921310486251087,0.2672129212230388,0.1271407377965958,9.0,0.1317649094526043,9.0,0.1254590607181392,9.0,0.1246240976782498,9.0,0.1148857889891706,9.0,0.1179446103249401,9.0,0.120462224731138,9.0,0.1089479354954149,9.0,0.1248663469716289,9.0,0.1292127152823914,9.0,0.1211207373948879,9.0,0.1132944073712577,9.0,4,0.9642567841925116,0.0,-0.7327660488211606,-0.39781762199258197,1.1454482251211104,-1.599626535011693,0.9642567841925116,-1.047697255657433,2.04312577081185,-0.7327660488211606,0.5383469652272961,0.3903254284311654,-0.23819349729210812,-0.7881925206149819,-0.5475512023403992,-0.7058605233161217,-0.5681415258361783,-0.7142053680132353,-0.6715307266565194,-0.6184798782907853,-0.677199484837525,-0.6426884031397602,-0.5995030832971582,-0.5013388655860817,-0.5290089711535377,-0.3544888110415427,-0.47253100747076465,-0.4408382439969944,-0.47710938570215383,-0.4144679864585564,-0.4411916569812899,-0.4846663260967461,-0.5322682331981078,-0.6122317612278696,-0.35083753529001815,-0.7023078384236346,-0.3419434552497722
Paris | 10 avenue de la Grande Armée,200044494,201044494,2.29215,48.8747,0.4878774627343137,0.0,0.2137622568081965,0.2235738312624425,0.542325877979234,0.1171801426072918,0.4878774627343137,0.0202448280011387,0.3329745728508005,0.2137622568081965,0.3011601595402798,0.2309107824693524,0.2541668011821711,0.1029875782923827,17.0,0.0925450676521538,18.0,0.0964306239111109,17.0,0.1013958050760823,18.0,0.09796679989621,18.0,0.0990657108356735,18.0,0.0976115038519927,18.0,0.0952551673458572,18.0,0.109523302707031,18.0,0.0953647355303782,18.0,0.0958210117649812,16.0,0.0851694184694426,18.0,3,0.8248570831917091,0.0,-0.3475886694249128,-0.1340396027832816,1.446357349160732,-1.862555846554656,0.8248570831917091,-0.9267901438323038,2.831744091972734,-0.3475886694249128,0.740242978037055,0.03110423772957212,-0.35814477999002603,-0.9693925527867793,1.1749479828767535,-1.0196251934412572,1.386500114828943,-0.9795666186950321,1.0461628201449635,-0.8785845280110409,1.198394214077082,-0.8489391395270419,1.307691906645523,-0.7591427993958567,1.2879446047513565,-0.6920349697964435,1.2799091624266397,-0.6471605377928342,1.2639021570779538,-0.5965973302733769,1.2316332698862036,-0.8189403414826697,1.1134991671827394,-0.8283938657091654,1.00467942239426,-0.9061235120993171,1.4641385571889922
Paris | 7 Avenue de la Grande Armée,200044495,201044495,2.29215,48.87451,0.5091382467236482,0.0,0.1985202658679982,0.203027708592777,0.5001340380870489,0.1479075367878694,0.5091382467236482,0.0167133214700512,0.2335662181650168,0.1985202658679982,0.3009762742941905,0.2392399945404866,0.2612634652973246,0.120178195449522,18.0,0.1146985677414629,18.0,0.0947705232405196,16.0,0.0832470050229678,13.0,0.1077115887163758,16.0,0.1092642029380435,18.0,0.103792095301989,17.0,0.1073043196251541,16.0,0.1239086939654102,18.0,0.1114815524277275,18.0,0.1113015274410289,16.0,0.1095616549173565,16.0,3,0.9934435456906178,0.0,-0.4599876932529961,-0.3473643924289134,1.18996329813591,-1.4917056278930412,0.9934435456906178,-1.1059165808897886,1.700776028776376,-0.4599876932529961,0.7385580496723607,0.07997742410525055,-0.29289519154362637,-0.8404263866260604,1.3902603810288976,-0.8423938399083781,1.386500114828943,-0.9947423029089041,0.8314511267947783,-1.081810282116524,0.15639771468007815,-0.7301454066949791,0.8838707977693716,-0.6198756040588764,1.2879446047513565,-0.6007365414530456,1.0851935879935948,-0.4656042075163874,0.8770107031268188,-0.42583579004544614,1.2316332698862036,-0.6597747682641906,1.1134991671827394,-0.6961275757129406,1.00467942239426,-0.7293582830909152,1.0627869988692666
Paris | 72 boulevard Voltaire,200044506,201044506,2.37407,48.86155,0.5053747512603631,0.0,0.1626258158765898,0.2014001544160384,0.5751329833636452,0.1007250197732665,0.5053747512603631,0.018051038093404,0.3439197205378329,0.1626258158765898,0.2783154057392284,0.2893280203040672,0.2697307580801144,0.1247879540227395,18.0,0.1213999516977053,19.0,0.1181801133629342,18.0,0.1184305235681353,18.0,0.111652901630363,18.0,0.1157212077043308,18.0,0.1180710833850855,18.0,0.1162683373675471,18.0,0.1222541146727584,18.0,0.1214300334792947,18.0,0.1144052949105935,19.0,0.1104825328101581,18.0,3,0.9636010720027143,0.0,-0.7246841594633198,-0.3642628436827958,1.6457216497790945,-2.061153419301624,0.9636010720027143,-1.038064402103086,2.9562669504399945,-0.7246841594633198,0.5309180078045136,0.3738781433361766,-0.21504349103091921,-0.8058433996000555,1.3902603810288976,-0.7887817540384112,1.60368251934729,-0.7807453125050619,1.2608745134951491,-0.6878339824438152,1.198394214077082,-0.6820988782424735,1.307691906645523,-0.5317009077359395,1.2879446047513565,-0.389810260227711,1.2799091624266397,-0.3305346085838391,1.2639021570779538,-0.4454764451633866,1.2316332698862036,-0.5615261066760393,1.1134991671827394,-0.6696088332626834,1.5856152614018075,-0.7226848814142203,1.4641385571889922
Rennes | Eco-Display Place de Bretagne,200045818,201045818,-1.68414,48.11003,0.5164829601512665,0.0,0.1612410256168747,0.2057436182019977,0.4919679676120005,0.21000306345986,0.5164829601512665,0.0152891228945961,0.2058067014629465,0.1612410256168747,0.2792083940651925,0.3158264673955274,0.2437241129224052,0.1187769924913914,11.0,0.1207810299483189,8.0,0.1173676333055334,8.0,0.1171915176971762,11.0,0.0820863509664871,8.0,0.1080895101860558,9.5,0.1097242899487316,18.0,0.1088200856545297,18.0,0.1122804270389329,8.0,0.1149477064545148,13.0,0.1157695568804035,8.0,0.1130724814383728,11.0,4,1.0516831315615607,0.0,-0.7348960191875056,-0.31916584346673144,1.1403392026851766,-0.7422720928238137,1.0516831315615607,-1.1781553306239023,1.3849562273216278,-0.7348960191875056,0.5391004008553782,0.5293626636373432,-0.45415906221719604,-0.8509383869731866,-0.11692640603611104,-0.793733221704129,-0.7853239303545251,-0.7881725372508908,-0.8862424200067047,-0.7017080623681005,-0.2604008850787234,-1.042529564340232,-0.8114136377352339,-0.6359168151820374,-0.428067105825488,-0.5131073797042874,1.2799091624266397,-0.4427646822558441,1.2639021570779538,-0.5638689331752976,-0.6270610932999003,-0.6255439151093176,0.1991839447489354,-0.6579525116577832,-0.5444828149592007,-0.7039160873610812,0.05940810306995319
Paris | 89 boulevard de Magenta,200047533,201047533,2.3544712,48.877686,0.4778616602543148,0.0,0.165875907328024,0.2271365249880328,0.5220920019939448,0.1392765533319307,0.4778616602543148,0.0203899383651132,0.2751804791383755,0.165875907328024,0.273989087830487,0.2909740003279219,0.269161004513567,0.1067942870151894,9.0,0.1051923098242056,9.0,0.1005887362402959,13.0,0.1024291781497267,14.0,0.0963600632708315,16.0,0.0971197643211113,17.5,0.0955019549078722,18.0,0.0940318982551187,18.0,0.0995514539261312,15.5,0.1011258752038151,18.0,0.0995805760688137,15.5,0.0942607587212014,15.0,3,0.7454372127843965,0.0,-0.7007170079326254,-0.0970491252220117,1.323398847112494,-1.5958733318997425,0.7454372127843965,-0.9194297999535506,2.17422114597152,-0.7007170079326254,0.4912762425506402,0.38353623437641854,-0.22028203482133227,-0.9408341464664417,-0.5475512023403992,-0.9184453419697259,-0.5681415258361783,-0.9415555506005635,0.18731604674422211,-0.8670130730636575,0.36479701455947894,-0.8685260433511369,0.8838707977693716,-0.7857159938091633,1.187002739423307,-0.7231967938176369,1.2799091624266397,-0.665592726373992,1.2639021570779538,-0.7149679902131693,0.7669596790896775,-0.7620447953984354,1.1134991671827394,-0.7962719627392562,0.9078567825596685,-0.8402405478607967,0.862111219709404
Paris | 16 Avenue de la Porte des Ternes,200047534,201047534,2.281546031,48.88181008,0.5592828523943371,0.0,0.147954067147841,0.1533810660302307,0.5661419311389848,0.1391944807011001,0.5592828523943371,0.0133994359619015,0.23711852818696,0.147954067147841,0.2637984528971689,0.3174950681977617,0.2707524117572282,0.1794719072385412,8.0,0.1965719836026321,8.0,0.1973161015614698,8.0,0.1937081032784965,8.0,0.1666313164989543,8.0,0.1672297477380322,8.0,0.1594254864559652,8.0,0.1355298291886302,9.0,0.1716401080413865,8.0,0.1775106115446403,8.0,0.1715110175866283,8.0,0.1542417498764774,11.0,4,1.3910630167160036,0.0,-0.8328780457759719,-0.8628319456769773,1.5910842528618914,-1.5968638699489761,1.3910630167160036,-1.2740047604431455,1.7411906317349406,-0.8328780457759719,0.39790012772600475,0.5391534862623094,-0.2056499955963412,-0.395597523475405,-0.7628636004925433,-0.1873941218982276,-0.7853239303545251,-0.05732968589374717,-0.8862424200067047,0.15510565318506625,-0.8855987847169258,-0.011885162177703164,-0.8114136377352339,0.17168247819904092,-0.7308927018096371,0.22106849401399906,-0.6672465819038096,-0.04030292343082302,-0.47710938570215383,0.14075914216560792,-0.6270610932999003,-0.007688620586434692,-0.7151312776848686,-0.18169472019479183,-0.5444828149592007,-0.4055713587377119,0.05940810306995319
Paris | Pont du Garigliano NO-SE,200047535,201047535,2.267151,48.839927,0.5278406141259817,0.0,0.1772909321763569,0.1885671950703231,0.5678900677004748,0.1666588268498048,0.5278406141259817,0.0155053467072247,0.2204478103391504,0.1772909321763569,0.2763212486005158,0.2776868532923582,0.268700965930769,0.1413154685557816,8.0,0.1456907612430809,8.0,0.1482064596088572,8.0,0.1429786072894242,8.0,0.1321560673374084,8.0,0.1320118553446249,8.0,0.1363418304782018,8.0,0.1164976498678523,18.0,0.1460408577915193,8.0,0.1452460383227401,8.0,0.1507912622369672,8.0,0.1340542061722912,9.0,4,1.1417431550698398,0.0,-0.6165391826760752,-0.49750396157982174,1.6017074400917053,-1.2653955158545915,1.1417431550698398,-1.167187942960253,1.5515280069382091,-0.6165391826760752,0.5126456776522486,0.30557145116233,-0.22451181485741153,-0.6818519124993849,-0.7628636004925433,-0.5944516013861962,-0.7853239303545251,-0.506261748467826,-0.8862424200067047,-0.4129506396606464,-0.8855987847169258,-0.43215527924174885,-0.8114136377352339,-0.3092412750457766,-0.7308927018096371,-0.11991853420815282,-0.6672465819038096,-0.32707933346764173,1.2639021570779538,-0.16311631890684183,-0.6270610932999003,-0.32632531691559286,-0.7151312776848686,-0.3587253325515489,-0.5444828149592007,-0.5518660945077394,-0.3419434552497722
Paris | 102 boulevard de Magenta,200047536,201047536,2.354892,48.877885,0.4696361584942364,0.0,0.1741202490078418,0.2413711244427901,0.5935323756094434,0.0919682277487178,0.4696361584942364,0.0211934270829452,0.3656419197944388,0.1741202490078418,0.2767454048418645,0.2804180612844245,0.2687162848658692,0.1077162621627269,19.0,0.1042688189990037,19.0,0.1011420296185597,19.0,0.1045060236114363,19.0,0.0970833942110828,19.0,0.0992054483877648,19.0,0.0996246205712511,19.0,0.091071372709534,18.0,0.1035075886065333,19.0,0.1044730024862581,18.0,0.1035702224288061,19.0,0.0964781813618921,18.0,3,0.6802134541165217,0.0,-0.6399207536537442,0.05074483976093764,1.7575322445848613,-2.166839512238553,0.6802134541165217,-0.8786749351460905,3.2034002391787753,-0.6399207536537442,0.5165321932771256,0.32159731724510104,-0.22437096639755683,-0.9339173732647309,1.6055727791810417,-0.9258334083369324,1.60368251934729,-0.9364976611996955,1.4755862068453345,-0.8437570735550811,1.4067935139564829,-0.8597082860809578,1.5196024610835988,-0.7572345901461298,1.489828335407456,-0.6622976228083621,1.4746247368596848,-0.7102018525006144,1.2639021570779538,-0.6680067613358457,1.4175027062048138,-0.7289894200139281,1.1134991671827394,-0.762184227325531,1.5856152614018075,-0.8241713685656924,1.4641385571889922
Paris | Face au 16 avenue de la  Porte des Ternes,200047538,201047538,2.281203,48.881626,0.5577420452611876,0.0,0.1669771992513187,0.1627136779354444,0.5613359366658023,0.1767522022213711,0.5577420452611876,0.0140292666326357,0.1969415111889259,0.1669771992513187,0.1873064488684703,0.3469201973796154,0.2987961545005955,0.1487998648478015,18.0,0.1479827541861009,18.0,0.1462776188971987,18.0,0.1427466629036112,18.0,0.131512159905983,18.0,0.1334808756466898,18.0,0.1333887211337974,18.0,0.1259351714491986,18.0,0.1372669995597888,18.0,0.0104980570569351,0.0,0.1158644506572278,17.0,0.1205233933911547,16.0,3,1.3788452535281055,0.0,-0.6925957501774056,-0.765933980862264,1.5618788805593098,-1.1435781420290845,1.3788452535281055,-1.2420582461142025,1.2840970278532542,-0.6925957501774056,-0.302991053057824,0.711810852931726,0.0521954713455377,-0.6257030327363077,1.3902603810288976,-0.5761153109606812,1.386500114828943,-0.5238940993592712,1.2608745134951491,-0.41554789526869884,1.198394214077082,-0.4400048251671604,1.307691906645523,-0.2891808253922321,1.2879446047513565,-0.16354125932299365,1.2799091624266397,-0.18487499033239263,1.2639021570779538,-0.26726625257785797,1.2316332698862036,-1.6570620135477996,-2.178035633578955,-0.6571417345449962,1.1983247020634424,-0.6499209499956606,1.0627869988692666
Paris | 21 Boulevard Auguste Blanqui,200047539,201047539,2.353199,48.830449,0.5155880587091981,0.0,0.1699778500656357,0.1846101654327393,0.5768881578947368,0.092426299119418,0.5155880587091981,0.0181507348825849,0.3357871288851763,0.1699778500656357,0.303708502793334,0.2791061331234799,0.2472075140175503,0.1579943979801447,18.0,0.1525957671110479,18.0,0.1529248138882076,18.0,0.1489505544787442,18.0,0.1466047830366175,18.0,0.1469219773109037,18.0,0.146416504212982,18.0,0.1077040655311126,18.0,0.1459557921000163,18.0,0.1476075510625292,18.0,0.1451811112207749,18.0,0.1338270380130674,18.0,3,1.0445870494754455,0.0,-0.6704680489012764,-0.5385887213970781,1.6563876057893592,-2.161311029511105,1.0445870494754455,-1.0330075430898462,2.863742519679174,-0.6704680489012764,0.76359327895224,0.3138993370551678,-0.4221312694171079,-0.5567244918918012,1.3902603810288976,-0.5392105094053025,1.386500114828943,-0.46312927113011815,1.2608745134951491,-0.3460782587056639,1.198394214077082,-0.25601838143783356,1.307691906645523,-0.10563363898226462,1.2879446047513565,0.0289024783922663,1.2799091624266397,-0.45958084603447136,1.2639021570779538,-0.16412608973897985,1.2316332698862036,-0.303003619381566,1.1134991671827394,-0.40665873972986544,1.391969981732625,-0.553512332718588,1.4641385571889922
Paris | 72 boulevard Richard Lenoir ,200047540,201047540,2.372742,48.86077,0.4683489984666661,0.0,0.1797645938788745,0.2191925108159056,0.5732634848187163,0.0950073623245312,0.4683489984666661,0.0210570182540167,0.3367782467851183,0.1797645938788745,0.2994283398674768,0.2214893246164232,0.2993177416372254,0.0268502358249137,0.0,0.0844673510850192,18.0,0.1206295056874384,18.0,0.1226048891147959,18.0,0.113021594940659,18.0,0.1143301217731677,18.0,0.1161907124194169,18.0,0.11276005844849,18.0,0.1228922959501462,18.0,0.122432470833261,18.0,0.1133844029802711,18.0,0.1101197461350073,18.0,3,0.6700069746270103,0.0,-0.598297657554143,-0.17952965838425927,1.6343609623441737,-2.130160068633313,0.6700069746270103,-0.8855939164063692,2.875018460169686,-0.598297657554143,0.7243744287580982,-0.024177902002776648,0.05699115357761165,-1.5405844460119307,-2.4853627857096963,-1.0842481484992306,1.386500114828943,-0.758354378574942,1.2608745134951491,-0.6410904741320099,1.198394214077082,-0.6654138386348559,1.307691906645523,-0.5506971117003269,1.2879446047513565,-0.41758671418960536,1.2799091624266397,-0.38339726907362703,1.2639021570779538,-0.43790092525475066,1.2316332698862036,-0.5516262910315554,1.1134991671827394,-0.6783313843027469,1.391969981732625,-0.7253139174950718,1.4641385571889922
Paris | Pont National SO-NE,200047541,201047541,2.38434,48.826503,0.4980801158683255,0.0,0.1822597583437535,0.211914860997547,0.5665491673757141,0.1667695069276939,0.4980801158683255,0.0201069732892772,0.2065742974140348,0.1822597583437535,0.2785566755849883,0.2619401890311629,0.2772433770400952,0.1512826553814051,18.0,0.1452755876767563,18.0,0.1449657461394854,18.0,0.1501442101127136,18.0,0.1341706926984808,18.0,0.1411422111904012,18.0,0.1421154952958302,18.0,0.128475705633846,18.0,0.1494185211763349,18.0,0.1489456413030264,18.0,0.1356508758558421,18.0,0.1300832840586333,18.0,3,0.905758577738162,0.0,-0.5798975645975681,-0.25509151214988723,1.5935589718768939,-1.2640597133180846,0.905758577738162,-0.9337824637246679,1.393689160372011,-0.5798975645975681,0.5331287474658609,0.21317499749299315,-0.1459694461924919,-0.6070768267326446,1.3902603810288976,-0.597773052751179,1.386500114828943,-0.5358864845516387,1.2608745134951491,-0.332711999468373,1.198394214077082,-0.4075960126104723,1.307691906645523,-0.18456019098881324,1.2879446047513565,-0.03463114255709019,1.2799091624266397,-0.14659428370550612,1.2639021570779538,-0.12302182362318813,1.2316332698862036,-0.2897889814351725,1.1134991671827394,-0.48808554106445134,1.391969981732625,-0.5806425028659528,1.4641385571889922
Paris | Face au 48 quai de la marne,200047542,201047542,2.3857297,48.8912151,0.5024728787476068,0.0,0.1372234393424972,0.2688159536920647,0.5556785349972208,0.1410939024821888,0.5024728787476068,0.0132320651069657,0.2303672466362271,0.1372234393424972,0.2958394129667608,0.3063521401435049,0.260585007547237,0.114845275343741,15.0,0.1148230131842587,9.0,0.1154559565417581,15.0,0.1090181066621806,17.5,0.053769169285671,0.0,0.1004866276960505,17.0,0.0527516398967233,0.0,0.1114556999246641,18.0,0.1174341006792885,16.0,0.1154412073525153,17.0,0.1156395666200368,8.0,0.1071500998149551,12.0,4,0.9405908000487815,0.0,-0.9120089214676905,0.3356970188455909,1.5274996229637938,-1.5739396682185012,0.9405908000487815,-1.2824942095346308,1.6643813550533133,-0.9120089214676905,0.6914893286076835,0.47377030296531986,-0.29913320538409494,-0.8804346221767171,0.7443231865724653,-0.8413982575318335,-0.5681415258361783,-0.8056479852161744,0.6167394334445929,-0.7932318885351095,1.0941945641373816,-1.3877298326299474,-2.5066980732398396,-0.7397392342447158,1.086060874095257,-1.3546956727324377,-2.224971177368169,-0.4030513112386957,1.2639021570779538,-0.5026923386112395,0.8598943972489828,-0.6206702261039532,0.9306361226959786,-0.659063154858187,-0.5444828149592007,-0.7468342980866136,0.2600838822298159
